Win/Loss (Fighter1),Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Lose,Rafael Natal,Tim Boetsch,Middleweight,KO/TKO Punches,1,am,0.68,31,21,9,1,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,0.62,34,21,13,0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
Lose,Belal Muhammad,Vicente Luque,Welterweight,KO/TKO Punches,1,am,0.88,26,23,3,0,4.55,0.43,3.64,0.57,1.98,0.35,0.93,0.2,0.67,33,22,10,1,5.07,0.52,5.21,0.52,1,0.53,0.62,0.6
Lose,Thiago Alves,Jim Miller,Catch Weight,U-DEC,3,am,0.61,38,23,15,0,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,0.67,55,37,18,0,2.99,0.42,3.5,0.56,1.53,0.44,0.47,1.7
Lose,Katlyn Cerminara,Liz Carmouche,Women's Bantamweight,S-DEC,3,am,0.75,24,18,6,0,4.58,0.34,4.48,0.62,0.31,0.15,0.5,0.3,0.65,20,13,7,0,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3
Lose,Rafael Dos Anjos,Tony Ferguson,Lightweight,U-DEC,5,am,0.67,48,32,16,0,3.48,0.47,3.21,0.6,1.95,0.35,0.55,0.6,0.72,36,26,10,0,4.94,0.45,4.41,0.55,0.39,0.35,0.67,0.9
Lose,Marcin Held,Diego Sanchez,Lightweight,U-DEC,3,am,0.77,30,23,7,0,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3,0.7,44,31,13,0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8
Lose,Charles Oliveira,Ricardo Lamas,Featherweight,SUB Guillotine Choke,2,am,0.77,44,34,10,0,3.39,0.53,3.2,0.51,2.17,0.4,0.55,2.8,0.71,28,20,8,0,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9
Lose,Claudio Puelles,Martin Bravo,Lightweight,KO/TKO Punch,2,am,0.76,17,13,4,0,1.56,0.49,2.78,0.46,3.17,0.36,0.6,1.2,0.79,14,11,3,0,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0
Lose,Rashid Magomedov,Beneil Dariush,Lightweight,U-DEC,3,am,0.91,22,20,2,0,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,0.76,29,22,6,1,3.78,0.48,2.65,0.57,1.9,0.34,0.8,0.9
Lose,Heather Clark,Alexa Grasso,Women's Strawweight,U-DEC,3,am,0.54,13,7,6,0,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,0.8,20,16,3,1,4.67,0.43,3.95,0.58,0.41,0.45,0.59,0.6
Lose,Felipe Arantes,Erik Perez,Bantamweight,S-DEC,3,am,0.64,28,18,10,0,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,0.74,23,17,6,0,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2
Lose,Marco Beltran,Joe Soto,Catch Weight,SUB Heel Hook,1,am,0.57,14,8,6,0,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,0.72,25,18,7,0,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9
Lose,Erick Montano,Max Griffin,Welterweight,KO/TKO Punch,1,am,0.58,12,7,5,0,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0,0.67,30,20,10,0,3.92,0.49,3.81,0.57,1.45,0.41,0.68,0.3
Lose,Henry Briones,Douglas Silva de Andrade,Bantamweight,KO/TKO Spinning Back Fist,3,am,0.64,25,16,8,1,3.47,0.42,4.68,0.53,0,0,0.52,0.6,0.85,34,29,5,0,3.66,0.38,3.99,0.58,0.61,0.46,0.7,0.2
Lose,Alex Nicholson,Sam Alvey,Middleweight,U-DEC,3,am,0.64,11,7,4,0,4.12,0.43,4.65,0.47,0,0,0.5,0.5,0.65,51,33,18,0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1
Lose,Jason Novelli,Marco Polo Reyes,Lightweight,S-DEC,3,am,0.73,15,11,3,1,1.73,0.24,3.55,0.66,0.7,0.33,1,0,0.53,15,8,7,0,6,0.37,5.52,0.59,0,0,0.46,0
Lose,Chris Avila,Enrique Barzola,Featherweight,U-DEC,3,am,0.56,9,5,4,0,2.37,0.3,4.17,0.48,0,0,0.46,0,0.71,24,17,5,2,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3
Lose,Dan Henderson,Michael Bisping,Middleweight,U-DEC,5,am,0.68,47,32,15,0,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,0.77,39,30,9,0,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3
Lose,Vitor Belfort,Gegard Mousasi,Middleweight,KO/TKO Punches,2,am,0.65,40,26,14,0,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,0.84,50,42,6,2,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1
Lose,Ovince Saint Preux,Jimi Manuwa,Light Heavyweight,KO/TKO Punch,2,am,0.61,44,27,17,0,3.03,0.47,3.32,0.47,1.1,0.36,0.67,0.5,0.74,23,17,6,0,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4
Lose,Daniel Omielanczuk,Stefan Struve,Heavyweight,SUB D'Arce Choke,2,am,0.7,27,19,8,0,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,0.72,46,33,13,0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Lose,Russell Doane,Mirsad Bektic,Featherweight,SUB Rear Naked Choke,1,am,0.65,23,15,8,0,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,0.76,17,13,4,0,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
Lose,Brad Pickett,Iuri Alcantara,Bantamweight,SUB Triangle Choke,1,am,0.64,39,25,14,0,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,0.78,45,35,10,0,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8
Lose,Davey Grant,Damian Stasiak,Bantamweight,SUB Armbar,3,am,0.68,22,15,7,0,4.77,0.42,3.82,0.55,1.26,0.41,0.61,0.2,0.63,16,10,6,0,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6
Lose,Albert Tumenov,Leon Edwards,Welterweight,SUB Rear Naked Choke,3,am,0.82,22,18,4,0,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0,0.88,25,22,3,0,2.75,0.53,2.34,0.54,1.25,0.34,0.7,0.4
Lose,Lukasz Sajewski,Marc Diakiese,Lightweight,KO/TKO Punches,2,am,0.81,16,13,3,0,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0,0.71,24,17,7,0,2.54,0.4,2.64,0.52,3.29,0.43,0.66,0
Lose,Danny Roberts,Mike Perry,Welterweight,KO/TKO Knee,3,am,0.69,26,18,8,0,3.18,0.39,3.73,0.5,0.24,0.09,0.57,0.2,0.64,22,14,8,0,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2
Lose,Adriano Martins,Leonardo Santos,Lightweight,S-DEC,3,am,0.76,37,28,9,0,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,0.69,26,18,7,1,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2
Lose,John Dodson,John Lineker,Bantamweight,S-DEC,5,am,0.65,34,22,12,0,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0,0.78,40,31,9,0,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6
Lose,Will Brooks,Alex Oliveira,Lightweight,KO/TKO Punches,3,am,0.82,22,18,4,0,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,0.65,34,22,12,0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6
Lose,Joshua Burkman,Zak Ottow,Welterweight,S-DEC,3,am,0.64,44,28,16,0,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,0.71,24,17,7,0,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4
Lose,Louis Smolka,Brandon Moreno,Flyweight,SUB Guillotine Choke,1,am,0.65,26,17,9,0,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,0.68,31,21,8,2,3.87,0.44,3.63,0.59,1.74,0.46,0.63,0.5
Lose,Joachim Christensen,Henrique da Silva,Light Heavyweight,SUB Armbar,2,am,0.7,20,14,6,0,3.78,0.41,3.29,0.46,0,0,0,0,0.74,19,14,5,0,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2
Lose,Hacran Dias,Andre Fili,Featherweight,U-DEC,3,am,0.77,30,23,6,1,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,0.68,34,23,11,0,3.85,0.37,4.11,0.51,2.16,0.47,0.69,0.3
Lose,Walt Harris,Shamil Abdurakhimov,Heavyweight,S-DEC,3,am,0.57,23,13,10,0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,0.71,28,20,8,0,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1
Lose,Keita Nakamura,Elizeu Zaleski dos Santos,Welterweight,U-DEC,3,am,0.77,44,34,10,0,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,0.75,32,24,7,1,4.52,0.42,3.33,0.57,0.43,0.13,0.68,0.4
Lose,Tamdan McCrory,Nate Marquardt,Middleweight,KO/TKO Kick,2,am,0.74,19,14,5,0,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,0.63,56,35,19,2,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8
Lose,Jonathan Wilson,Ion Cutelaba,Light Heavyweight,U-DEC,3,am,0.7,10,7,3,0,2.92,0.48,5.65,0.56,0.37,1,0.8,0,0.63,27,17,10,0,4.44,0.43,3.43,0.47,4.17,0.57,0.76,0
Lose,Cody East,Curtis Blaydes,Heavyweight,KO/TKO Elbows,2,am,0.8,15,12,3,0,4.15,0.43,7.32,0.4,3.97,1,0.16,0,0.82,22,18,4,0,3.53,0.5,1.83,0.59,5.72,0.53,0.31,0
Lose,Kelly Faszholz,Ketlen Vieira,Women's Bantamweight,S-DEC,3,am,0.67,6,4,2,0,4.01,0.48,3.61,0.52,0,0,0.44,0,0.82,17,14,3,0,3.04,0.41,3.92,0.51,1.51,0.44,0.92,0.6
Lose,Lina Lansberg,Cristiane Justino,Catch Weight,KO/TKO Punches,2,am,0.56,18,10,8,0,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,0.91,23,21,2,0,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4
Lose,Phillipe Nover,Renan Barao,Featherweight,U-DEC,3,am,0.55,20,11,8,1,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,0.79,43,34,9,0,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5
Lose,Antonio Silva,Roy Nelson,Heavyweight,KO/TKO Punch,2,am,0.59,32,19,12,1,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,0.61,36,22,14,0,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1
Lose,Paul Felder,Francisco Trinaldo,Lightweight,KO/TKO,3,am,0.74,23,17,6,0,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,0.76,37,28,9,0,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5
Lose,Thiago Santos,Eric Spicely,Middleweight,SUB Rear Naked Choke,1,am,0.67,33,22,11,0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,0.67,18,12,6,0,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1
Lose,Mike de la Torre,Godofredo Pepey,Featherweight,SUB Rear Naked Choke,1,am,0.67,21,14,7,0,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0,0.68,19,13,6,0,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5
Lose,Gilbert Burns,Michel Prazeres,Lightweight,U-DEC,3,am,0.76,29,22,7,0,3.29,0.48,3.42,0.54,2.24,0.38,0.5,0.5,0.87,30,26,4,0,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6
Lose,Michinori Tanaka,Rani Yahya,Bantamweight,U-DEC,3,am,0.79,14,11,3,0,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,0.72,39,28,11,0,1.59,0.37,1.77,0.5,2.86,0.32,0.24,1.9
Lose,Dustin Ortiz,Jussier Formiga,Flyweight,U-DEC,3,am,0.7,27,19,8,0,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,0.74,31,23,8,0,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6
Lose,Luan Chagas,Erick Silva,Welterweight,SUB Rear Naked Choke,3,am,0.79,19,15,3,1,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,0.68,28,19,9,0,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4
Lose,Stevie Ray,Alan Patrick,Lightweight,U-DEC,3,am,0.72,32,23,9,0,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,0.79,19,15,4,0,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3
Lose,Hector Urbina,Vicente Luque,Welterweight,KO/TKO Punch,1,am,0.61,28,17,10,1,0.97,0.38,2.44,0.39,0,0,0.38,3.8,0.67,33,22,10,1,5.07,0.52,5.21,0.52,1,0.53,0.62,0.6
Lose,Glaico Franca Moreira,Gregor Gillespie,Lightweight,U-DEC,3,am,0.75,20,15,5,0,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,0.93,15,14,1,0,3.74,0.52,2.3,0.57,6.86,0.48,1,0.8
Lose,Dustin Poirier,Michael Johnson,Lightweight,KO/TKO Punches,1,am,0.79,38,30,8,0,5.45,0.51,4.36,0.53,1.33,0.36,0.63,1.4,0.55,42,23,19,0,4.27,0.39,3.83,0.57,0.62,0.41,0.81,0
Lose,Uriah Hall,Derek Brunson,Middleweight,KO/TKO Punches,1,am,0.62,29,18,11,0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,0.72,32,23,9,0,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6
Lose,Ricky Glenn,Evan Dunham,Lightweight,U-DEC,3,am,0.69,32,22,8,2,3.94,0.43,4.1,0.51,0.55,0.13,0.68,0.4,0.64,28,18,9,1,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1
Lose,Kenny Robertson,Roan Carneiro,Welterweight,S-DEC,3,am,0.75,20,15,5,0,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,0.66,32,21,11,0,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4
Lose,Chris Wade,Islam Makhachev,Lightweight,U-DEC,3,am,0.8,15,12,3,0,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,0.96,26,25,1,0,2.46,0.6,1.27,0.61,3.17,0.6,0.9,1
Lose,Maximo Blanco,Chas Skelly,Featherweight,SUB D'Arce Choke,1,am,0.6,20,12,8,0,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,0.86,22,19,3,0,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
Lose,Sam Sicilia,Gabriel Benitez,Featherweight,SUB Guillotine Choke,2,am,0.65,23,15,8,0,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,0.66,35,23,12,0,4.92,0.41,4.26,0.62,0.24,0.5,0.55,1
Lose,Augusto Montano,Belal Muhammad,Welterweight,KO/TKO Punches,3,am,0.83,18,15,3,0,3.46,0.46,2.66,0.56,0,0,0.66,0,0.88,26,23,3,0,4.55,0.43,3.64,0.57,1.98,0.35,0.93,0.2
Lose,Leonardo Guimaraes,Antonio Carlos Junior,Middleweight,SUB Rear Naked Choke,3,am,0.69,16,11,5,0,2.35,0.56,2.99,0.44,0,0,0.52,1,0.69,16,11,5,0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8
Lose,Joey Gomez,Jose Quinonez,Bantamweight,U-DEC,3,am,0.88,8,7,1,0,3.73,0.49,3.33,0.5,2,0.28,0,0,0.64,14,9,5,0,3.6,0.45,3,0.64,2.7,0.47,0.42,0.6
Lose,Erick Montano,Randy Brown,Welterweight,SUB Guillotine Choke,3,am,0.58,12,7,5,0,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0,0.78,23,18,5,0,4.37,0.46,3.33,0.54,0.78,0.39,0.74,0.5
Draw,Albert Morales,Alejandro Perez,Bantamweight,M-DEC,3,am,0.58,12,7,4,1,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,0.7,33,23,9,1,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3
Lose,Alistair Overeem,Stipe Miocic,Heavyweight,KO/TKO Punch,1,am,0.71,66,47,19,0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,0.83,24,20,4,0,4.82,0.53,3.82,0.54,1.86,0.34,0.68,0
Lose,Travis Browne,Fabricio Werdum,Heavyweight,U-DEC,3,am,0.69,26,18,7,1,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,0.71,34,24,9,1,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2
Lose,CM Punk,Mickey Gall,Welterweight,SUB Rear Naked Choke,1,am,0,1,0,1,0,1.1,0.23,4.87,0.4,0.87,0.11,0,0,0.58,12,7,5,0,2.94,0.46,4.25,0.49,1.21,0.3,0.36,1.9
Lose,Urijah Faber,Jimmie Rivera,Bantamweight,U-DEC,3,am,0.76,46,35,11,0,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,0.82,28,23,5,0,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1
Lose,Joanne Wood,Jessica Andrade,Women's Strawweight,SUB Guillotine Choke,1,am,0.68,25,17,8,0,7.1,0.51,4.89,0.51,1.52,0.55,0.58,0.3,0.68,38,26,12,0,6.62,0.5,5.37,0.55,2.37,0.55,0.72,0.3
Lose,Jessica Eye,Bethe Correia,Women's Bantamweight,S-DEC,3,am,0.58,26,15,11,0,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,0.61,18,11,6,1,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0
Lose,Caio Magalhaes,Brad Tavares,Middleweight,S-DEC,3,am,0.77,13,10,3,0,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,0.67,30,20,10,0,3.38,0.43,3.15,0.55,0.78,0.26,0.81,0
Lose,Michael McBride,Nik Lentz,Lightweight,KO/TKO Punches,2,am,0.73,11,8,3,0,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2,0.71,42,30,12,0,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2
Lose,Jason Gonzalez,Drew Dober,Lightweight,KO/TKO Punch,1,am,0.69,16,11,5,0,3.06,0.39,3.13,0.58,0,0,0.3,1,0.68,40,27,13,0,4.34,0.4,4.23,0.51,0.71,0.18,0.56,0.1
Lose,Sean Spencer,Yancy Medeiros,Welterweight,SUB Rear Naked Choke,2,am,0.67,18,12,6,0,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0,0.65,23,15,8,0,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7
Lose,Andrei Arlovski,Josh Barnett,Heavyweight,SUB Rear Naked Choke,3,am,0.6,57,34,23,0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,0.81,43,35,8,0,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4
Lose,Jan Blachowicz,Alexander Gustafsson,Light Heavyweight,U-DEC,3,am,0.73,40,29,10,1,3.41,0.5,2.91,0.53,1.09,0.5,0.68,0.3,0.69,26,18,8,0,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4
Lose,Ilir Latifi,Ryan Bader,Light Heavyweight,KO/TKO Knee,2,am,0.65,26,17,9,0,2.05,0.45,2.93,0.56,2.11,0.35,1,0.3,0.82,28,23,5,0,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
Lose,Tae Hyun Bang,Nick Hein,Lightweight,U-DEC,3,am,0.64,28,18,10,0,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,0.74,19,14,5,0,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0
Lose,Jim Wallhead,Jessin Ayari,Welterweight,S-DEC,3,am,0.73,40,29,11,0,3.19,0.26,6.65,0.49,0,0,1,0,0.73,22,16,6,0,3.53,0.37,3.59,0.58,0,0,0.5,0.3
Lose,Nicolas Dalby,Peter Sobotta,Welterweight,U-DEC,3,am,0.85,27,23,4,0,4.03,0.43,3.43,0.52,1.11,0.3,0.6,0.1,0.68,25,17,7,1,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5
Lose,Veronica Hardy,Ashlee Evans-Smith,Women's Bantamweight,KO/TKO Elbows,3,am,0.62,13,8,4,1,3.27,0.45,4.1,0.46,1.27,0.41,0.57,0.4,0.5,12,6,6,0,4.03,0.34,4.59,0.53,0.95,0.22,0.5,0
Lose,Leandro Issa,Taylor Lapilus,Bantamweight,U-DEC,3,am,0.68,19,13,6,0,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,0.83,23,19,4,0,3.91,0.46,2.37,0.61,0.37,0.4,0.77,0.4
Draw,Christian Colombo,Jarjis Danho,Heavyweight,M-DEC,3,am,0.67,12,8,3,1,2.76,0.44,4.02,0.42,0,0,0.33,0,0.88,8,7,1,0,3.38,0.5,5.25,0.49,0.51,0.16,1,0
Lose,Scott Askham,Jack Hermansson,Middleweight,U-DEC,3,am,0.78,18,14,4,0,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,0.75,32,24,8,0,5.09,0.44,3.69,0.56,1.53,0.3,0.8,0.4
Lose,Leandro Silva,Rustam Khabilov,Lightweight,U-DEC,3,am,0.77,26,20,6,0,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,0.86,28,24,4,0,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1
Lose,Carlos Condit,Demian Maia,Welterweight,SUB Rear Naked Choke,1,am,0.7,46,32,14,0,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1,0.72,39,28,11,0,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1
Lose,Charles Oliveira,Anthony Pettis,Featherweight,SUB Guillotine Choke,3,am,0.77,44,34,10,0,3.39,0.53,3.2,0.51,2.17,0.4,0.55,2.8,0.71,34,24,10,0,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1
Lose,Bec Rawlings,Paige VanZant,Women's Strawweight,KO/TKO Kick,2,am,0.47,15,7,8,0,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4,0.62,13,8,5,0,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1
Lose,Joe Lauzon,Jim Miller,Lightweight,S-DEC,3,am,0.64,44,28,16,0,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2,0.67,55,37,18,0,2.99,0.42,3.5,0.56,1.53,0.44,0.47,1.7
Lose,Kevin Casey,Sam Alvey,Middleweight,KO/TKO Punches,2,am,0.64,14,9,5,0,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,0.65,51,33,18,0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1
Lose,Enrique Barzola,Kyle Bochniak,Featherweight,S-DEC,3,am,0.71,24,17,5,2,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,0.62,13,8,5,0,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0
Lose,Garreth McLellan,Alessio Di Chirico,Middleweight,S-DEC,3,am,0.68,19,13,6,0,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,0.65,20,13,7,0,3.32,0.39,3.44,0.61,1.46,0.39,0.83,0
Lose,Shane Campbell,Felipe Silva,Lightweight,KO/TKO Punch,1,am,0.7,20,14,6,0,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0,0.8,10,8,2,0,5.4,0.5,1.8,0.59,1,1,0.71,0
Lose,Thibault Gouti,Chad Laprise,Lightweight,KO/TKO Punch,1,am,0.71,17,12,5,0,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,0.76,17,13,4,0,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0
Lose,Alex Ricci,Jeremy Kennedy,Lightweight,U-DEC,3,am,0.67,15,10,5,0,2.48,0.41,2.53,0.64,0,0,0.64,0,0.92,12,11,1,0,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0
Lose,Nate Diaz,Conor McGregor,Welterweight,M-DEC,5,am,0.63,35,22,13,0,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,0.79,28,22,6,0,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1
Lose,Glover Teixeira,Anthony Johnson,Light Heavyweight,KO/TKO Punch,1,am,0.79,42,33,9,0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,0.79,28,22,6,0,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6
Lose,Rick Story,Donald Cerrone,Welterweight,KO/TKO Kick,2,am,0.68,28,19,9,0,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,0.68,53,36,17,0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2
Win,Hyun Gyu Lim,Mike Perry,Welterweight,KO/TKO Punch,1,am,0.62,21,13,7,1,4.45,0.41,5.07,0.51,0.23,1,0.73,0.2,0.64,22,14,8,0,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2
Win,Tim Means,Sabah Homasi,Welterweight,KO/TKO Punches,2,am,0.69,48,33,15,0,5.1,0.49,3.65,0.6,1.16,0.42,0.65,0.2,0.58,19,11,8,0,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0
Win,Cody Garbrandt,Takeya Mizugaki,Bantamweight,KO/TKO Punch,1,am,0.7,20,14,6,0,2.98,0.4,3.76,0.6,1.03,0.34,0.8,0,0.62,34,21,11,2,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1
Win,Raquel Pennington,Elizabeth Phillips,Women's Bantamweight,U-DEC,3,am,0.64,25,16,9,0,4.14,0.52,3.29,0.6,0.9,0.27,0.63,0.7,0.5,12,6,6,0,2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2
Win,Artem Lobov,Chris Avila,Featherweight,U-DEC,3,am,0.46,28,13,15,0,3.52,0.41,4.82,0.5,0.39,0.25,0.52,0,0.56,9,5,4,0,2.37,0.3,4.17,0.48,0,0,0.46,0
Win,Cortney Casey,Randa Markos,Women's Strawweight,SUB Armbar,1,am,0.5,20,10,10,0,4.29,0.39,4,0.55,0.39,0.31,0.39,0.5,0.46,24,11,12,1,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
Win,Lorenz Larkin,Neil Magny,Welterweight,KO/TKO Elbows,1,am,0.75,24,18,6,0,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,0.71,41,29,12,0,3.47,0.46,2.42,0.52,2.17,0.4,0.54,0.3
Win,Colby Covington,Max Griffin,Welterweight,KO/TKO Punches,3,am,0.81,21,17,4,0,3.88,0.38,2.98,0.55,3.79,0.44,0.67,0.2,0.67,30,20,10,0,3.92,0.49,3.81,0.57,1.45,0.41,0.68,0.3
