Win/Loss (Fighter1),Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Lose,Alex White,Anthony Rocco Martin,Lightweight,U-DEC,3,am,0.68,19,13,6,0,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,0.74,23,17,6,0,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1
Lose,Jocelyn Jones-Lybarger,Nina Nunes,Women's Strawweight,SUB Rear Naked Choke,3,am,0.6,10,6,4,0,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0,0.61,18,11,7,0,4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5
Lose,Chase Sherman,Walt Harris,Heavyweight,KO/TKO Knee,2,am,0.57,28,16,12,0,6.04,0.45,6.65,0.52,0.09,0.5,0.74,0,0.57,23,13,10,0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1
Lose,Bojan Mihajlovic,Joachim Christensen,Light Heavyweight,KO/TKO Punches,3,am,0.63,16,10,6,0,1.23,0.35,5.95,0.47,0,0,0.33,0,0.7,20,14,6,0,3.78,0.41,3.29,0.46,0,0,0,0
Lose,Dmitrii Smoliakov,Cyril Asker,Heavyweight,KO/TKO Punches,1,am,0.75,12,9,3,0,1.44,0.42,3.81,0.55,0,0,0.75,0,0.69,13,9,4,0,3.35,0.39,5.82,0.35,4.41,0.62,1,0.9
Lose,Ronda Rousey,Amanda Nunes,Women's Bantamweight,KO/TKO Punches,1,am,0.86,14,12,2,0,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,0.82,28,23,5,0,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7
Lose,Dominick Cruz,Cody Garbrandt,Bantamweight,U-DEC,5,am,0.86,28,24,4,0,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,0.7,20,14,6,0,2.98,0.4,3.76,0.6,1.03,0.34,0.8,0
Lose,John Lineker,TJ Dillashaw,Bantamweight,U-DEC,3,am,0.78,40,31,9,0,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,0.78,23,18,5,0,5.09,0.41,3.47,0.62,1.56,0.3,0.77,0.8
Lose,Tarec Saffiedine,Dong Hyun Kim,Welterweight,S-DEC,3,am,0.7,23,16,7,0,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,0.85,26,22,4,0,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6
Lose,Louis Smolka,Ray Borg,Flyweight,U-DEC,3,am,0.65,26,17,9,0,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,0.72,18,13,5,0,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1
Lose,Johny Hendricks,Neil Magny,Welterweight,U-DEC,3,am,0.69,26,18,8,0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,0.71,41,29,12,0,3.47,0.46,2.42,0.52,2.17,0.4,0.54,0.3
Lose,Marvin Vettori,Antonio Carlos Junior,Middleweight,U-DEC,3,am,0.7,27,19,7,1,4.56,0.45,4.24,0.56,1.66,0.45,0.69,0.5,0.69,16,11,5,0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8
Lose,Mike Pyle,Alex Garcia,Welterweight,KO/TKO Punch,1,am,0.64,42,27,14,1,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,0.71,21,15,6,0,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1
Lose,Brandon Thatch,Niko Price,Welterweight,SUB Arm Triangle,1,am,0.69,16,11,5,0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,0.68,22,15,7,0,5.46,0.42,5.6,0.48,0.7,0.2,0.64,0.7
Lose,Paige VanZant,Michelle Waterson-Gomez,Women's Strawweight,SUB Rear Naked Choke,1,am,0.62,13,8,5,0,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1,0.6,30,18,12,0,3.56,0.46,4.19,0.49,1.42,0.32,0.7,0.7
Lose,Sage Northcutt,Mickey Gall,Welterweight,SUB Rear Naked Choke,2,am,0.85,13,11,2,0,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,0.58,12,7,5,0,2.94,0.46,4.25,0.49,1.21,0.3,0.36,1.9
Lose,Brad Pickett,Urijah Faber,Bantamweight,U-DEC,3,am,0.64,39,25,14,0,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,0.76,46,35,11,0,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8
Lose,Mike Perry,Alan Jouban,Welterweight,U-DEC,3,am,0.64,22,14,8,0,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2,0.71,24,17,7,0,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3
Lose,Henrique da Silva,Paul Craig,Light Heavyweight,SUB Armbar,2,am,0.74,19,14,5,0,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,0.68,25,17,7,1,2.42,0.46,2.86,0.45,1.76,0.22,0.37,1.6
Lose,Cole Miller,Mizuto Hirota,Featherweight,U-DEC,3,am,0.66,32,21,11,0,3,0.33,3.88,0.59,0.6,0.36,0.38,1.8,0.6,30,18,10,2,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1
Lose,Bryan Barberena,Colby Covington,Welterweight,U-DEC,3,am,0.6,30,18,12,0,5.35,0.48,4.59,0.44,0.13,0.22,0.5,0.3,0.81,21,17,4,0,3.88,0.38,2.98,0.55,3.79,0.44,0.67,0.2
Lose,James Moontasri,Alex Morono,Welterweight,U-DEC,3,am,0.64,14,9,5,0,2.39,0.48,3.86,0.4,0,0,0.79,0.2,0.73,33,24,9,0,4.87,0.4,4.16,0.58,0.32,0.22,0.55,0.4
Lose,Scott Holtzman,Josh Emmett,Lightweight,U-DEC,3,am,0.7,20,14,6,0,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2,0.83,23,19,4,0,4.04,0.36,4.61,0.61,0.91,0.37,0.46,0.1
Lose,Irene Aldana,Leslie Smith,Women's Bantamweight,U-DEC,3,am,0.68,22,15,7,0,5.24,0.4,6.33,0.57,0.16,0.5,0.76,0.2,0.56,18,10,7,1,7.56,0.4,8.41,0.51,0,0,0.62,0
Lose,Takeya Mizugaki,Eddie Wineland,Bantamweight,KO/TKO Punches,1,am,0.62,34,21,11,2,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,0.59,41,24,16,1,3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1
Lose,Fredy Serrano,Hector Sandoval,Flyweight,U-DEC,3,am,0.6,5,3,2,0,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0,0.78,18,14,4,0,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4
Lose,Bojan Velickovic,Sultan Aliev,Welterweight,S-DEC,3,am,0.68,22,15,6,1,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5,0.83,18,15,3,0,1.41,0.45,2.2,0.56,1.76,0.38,1,0
Lose,Anthony Pettis,Max Holloway,Featherweight,KO/TKO Punches,3,am,0.71,34,24,10,0,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,0.79,33,26,7,0,7.17,0.48,4.72,0.59,0.25,0.53,0.84,0.3
Lose,Matt Brown,Donald Cerrone,Welterweight,KO/TKO Kick,3,am,0.58,45,26,19,0,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,0.68,53,36,17,0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2
Lose,Dooho Choi,Cub Swanson,Featherweight,U-DEC,3,am,0.74,19,14,4,1,4.74,0.53,4.91,0.54,0.29,0.2,0.5,0,0.69,42,29,13,0,4.7,0.5,3.84,0.59,1.09,0.52,0.61,0.4
Lose,Tim Kennedy,Kelvin Gastelum,Middleweight,KO/TKO Punches,3,am,0.75,24,18,6,0,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,0.67,27,18,9,0,3.55,0.41,3.23,0.58,0.96,0.3,0.59,0.1
Lose,Jordan Mein,Emil Meek,Welterweight,U-DEC,3,am,0.72,43,31,12,0,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,0.64,14,9,5,0,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1
Lose,Nikita Krylov,Misha Cirkunov,Light Heavyweight,SUB Guillotine Choke,1,am,0.77,39,30,9,0,4.38,0.55,2.47,0.44,2.29,0.38,0.53,1.4,0.63,24,15,9,0,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7
Lose,Drew Dober,Olivier Aubin-Mercier,Lightweight,SUB Rear Naked Choke,2,am,0.68,40,27,13,0,4.34,0.4,4.23,0.51,0.71,0.18,0.56,0.1,0.69,16,11,5,0,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5
Lose,Valerie Letourneau,Viviane Pereira,Women's Strawweight,S-DEC,3,am,0.57,14,8,6,0,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,0.87,15,13,2,0,2.7,0.3,4.48,0.58,0.25,1,0.28,0.2
Lose,Mitch Gagnon,Matthew Lopez,Bantamweight,U-DEC,3,am,0.71,17,12,5,0,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,0.71,14,10,4,0,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3
Lose,John Makdessi,Lando Vannata,Lightweight,KO/TKO Kick,1,am,0.67,27,18,9,0,5.52,0.49,4.15,0.68,0,0,0.86,0,0.57,21,12,7,2,4.52,0.45,4.76,0.55,1.09,0.37,0.69,0.3
Lose,Jason Saggo,Rustam Khabilov,Lightweight,U-DEC,3,am,0.75,16,12,4,0,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0,0.86,28,24,4,0,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1
Lose,Zach Makovsky,Dustin Ortiz,Flyweight,S-DEC,3,am,0.71,28,20,8,0,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,0.7,27,19,8,0,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1
Lose,Shamil Abdurakhimov,Derrick Lewis,Heavyweight,KO/TKO Punches,4,am,0.71,28,20,8,0,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1,0.69,39,27,12,0,2.43,0.5,2.48,0.4,0.53,0.26,0.53,0
Lose,Anthony Hamilton,Francis Ngannou,Heavyweight,SUB Kimura,1,am,0.63,24,15,9,0,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0,0.85,20,17,3,0,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3
Lose,Sean O'Connell,Corey Anderson,Light Heavyweight,KO/TKO Punches,2,am,0.65,26,17,9,0,5.46,0.48,6.77,0.45,0,0,0.3,0.5,0.74,19,14,5,0,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0
Lose,Saparbeg Safarov,Gian Villante,Light Heavyweight,KO/TKO Punches,2,am,0.75,12,9,3,0,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0,0.55,31,17,14,0,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0
Lose,Ashley Yoder,Justine Kish,Women's Strawweight,U-DEC,3,am,0.47,17,8,9,0,3.42,0.39,4.13,0.47,1.09,0.27,0.66,0.6,0.64,11,7,4,0,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1
Lose,Brian Camozzi,Randy Brown,Welterweight,KO/TKO Knee,2,am,0.58,12,7,5,0,3.15,0.26,6.39,0.54,0,0,0,0.7,0.78,23,18,5,0,4.37,0.46,3.33,0.54,0.78,0.39,0.74,0.5
Lose,Joseph Gigliotti,Gerald Meerschaert,Middleweight,SUB Anaconda Choke,1,am,0.78,9,7,2,0,1.04,0.39,2.92,0.45,1.56,1,0.5,0.8,0.68,53,36,17,0,3.18,0.45,3.37,0.53,2.17,0.38,0.34,1.6
Lose,Trevor Smith,Andrew Sanchez,Middleweight,U-DEC,3,am,0.6,25,15,10,0,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,0.65,20,13,7,0,4.3,0.43,5.1,0.5,2.55,0.36,1,0
Lose,Tiago dos Santos e Silva,Shane Burgos,Featherweight,U-DEC,3,am,0.74,27,20,7,0,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,0.83,18,15,3,0,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4
Lose,Frankie Perez,Marc Diakiese,Lightweight,U-DEC,3,am,0.71,14,10,4,0,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,0.71,24,17,7,0,2.54,0.4,2.64,0.52,3.29,0.43,0.66,0
Lose,Keith Berish,Ryan Janes,Middleweight,U-DEC,3,am,0.83,6,5,1,0,3.58,0.36,4.81,0.62,1.76,0.4,0,0,0.77,13,10,3,0,7.69,0.48,5.53,0.59,0.35,1,0.58,0
Lose,JJ Aldrich,Juliana Lima,Women's Strawweight,U-DEC,3,am,0.68,19,13,6,0,4.05,0.46,4.53,0.6,0.71,0.25,0.66,0,0.64,14,9,5,0,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0
Lose,Tim Elliott,Demetrious Johnson,Flyweight,U-DEC,5,am,0.6,35,21,13,1,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1,0.87,31,27,3,1,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5
Lose,Henry Cejudo,Joseph Benavidez,Flyweight,S-DEC,3,am,0.8,20,16,4,0,3.77,0.46,3.29,0.6,1.99,0.32,0.75,0.2,0.78,36,28,8,0,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6
Lose,Jake Ellenberger,Jorge Masvidal,Welterweight,KO/TKO Punches,1,am,0.67,46,31,15,0,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,0.67,52,35,17,0,4.05,0.47,3.05,0.64,1.38,0.59,0.72,0.3
Lose,Ion Cutelaba,Jared Cannonier,Light Heavyweight,U-DEC,3,am,0.63,27,17,10,0,4.44,0.43,3.43,0.47,4.17,0.57,0.76,0,0.74,23,17,6,0,4.68,0.52,4.13,0.59,0.44,0.42,0.63,0
Lose,Alexis Davis,Sara McMann,Women's Bantamweight,SUB Arm Triangle,2,am,0.66,32,21,11,0,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,0.68,19,13,6,0,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5
Lose,Ryan Benoit,Brandon Moreno,Flyweight,S-DEC,3,am,0.56,18,10,8,0,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,0.68,31,21,8,2,3.87,0.44,3.63,0.59,1.74,0.46,0.63,0.5
Lose,Gray Maynard,Ryan Hall,Featherweight,U-DEC,3,am,0.65,20,13,7,0,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,0.82,11,9,2,0,2.38,0.5,1.33,0.65,0.22,0.09,0,2.2
Lose,Matt Schnell,Rob Font,Bantamweight,KO/TKO Punch,1,am,0.67,24,16,8,0,4.23,0.38,4.56,0.55,0.59,0.44,0.5,1,0.71,28,20,8,0,5.53,0.45,3.65,0.56,0.89,0.35,0.46,0.3
Lose,Brendan O'Reilly,Dong Hyun Ma,Lightweight,U-DEC,3,am,0.67,9,6,3,0,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,0.53,30,16,11,3,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0
Lose,Kailin Curran,Jamie Moyle,Women's Strawweight,U-DEC,3,am,0.44,9,4,5,0,3.89,0.43,4.75,0.53,2,0.57,0.61,0.6,0.57,7,4,3,0,4.51,0.51,4,0.65,1,0.21,0.5,0
Lose,Elvis Mutapcic,Anthony Smith,Middleweight,KO/TKO Elbow,2,am,0.68,22,15,6,1,3.41,0.4,4.27,0.38,0,0,0.81,0,0.66,56,37,19,0,3.21,0.48,4.47,0.46,0.49,0.26,0.48,0.6
Lose,Josh Stansbury,Devin Clark,Light Heavyweight,U-DEC,3,am,0.33,12,4,8,0,3.22,0.54,3.54,0.54,0,0,0.87,1,0.61,23,14,9,0,3.03,0.54,3.24,0.44,2.17,0.32,0.58,0.1
Lose,Derek Brunson,Robert Whittaker,Middleweight,KO/TKO Kick,1,am,0.72,32,23,9,0,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,0.79,33,26,7,0,4.57,0.42,3.45,0.59,0.81,0.38,0.82,0
Lose,Jake Matthews,Andrew Holbrook,Lightweight,S-DEC,3,am,0.73,26,19,7,0,3.3,0.45,2.56,0.6,1.59,0.4,0.62,0.6,0.8,15,12,3,0,2.2,0.49,3,0.54,0.85,0.18,0.1,2.1
Lose,Kyle Noke,Omari Akhmedov,Welterweight,U-DEC,3,am,0.67,33,22,10,1,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,0.75,28,21,6,1,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2
Lose,Yusuke Kasuya,Alexander Volkanovski,Lightweight,KO/TKO Punches,2,am,0.75,12,9,3,0,2.17,0.44,4.34,0.48,1.36,0.33,0,0,0.87,30,26,4,0,6.16,0.56,3.44,0.58,1.78,0.37,0.7,0.2
Lose,Khalil Rountree Jr.,Tyson Pedro,Light Heavyweight,SUB Rear Naked Choke,1,am,0.74,19,14,5,0,3.84,0.39,4.18,0.5,0,0,0.58,0.1,0.67,15,10,5,0,2.9,0.59,2.39,0.56,0.76,0.3,0.5,0.8
Lose,Seo Hee Ham,Danielle Taylor,Women's Strawweight,S-DEC,3,am,0.68,25,17,8,0,4.2,0.39,5.15,0.61,0,0,0.66,0.2,0.69,13,9,4,0,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2
Lose,Chris Camozzi,Daniel Kelly,Middleweight,U-DEC,3,am,0.65,37,24,13,0,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,0.76,17,13,4,0,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3
Lose,Jon Tuck,Damien Brown,Lightweight,S-DEC,3,am,0.67,15,10,5,0,3,0.4,3.74,0.6,0.42,0.33,0.5,1,0.59,29,17,12,0,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7
Lose,Richard Walsh,Jonathan Meunier,Welterweight,U-DEC,3,am,0.64,14,9,5,0,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2,0.89,9,8,1,0,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0
Lose,Geane Herrera,Ben Nguyen,Flyweight,U-DEC,3,am,0.75,12,9,3,0,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,0.67,24,16,8,0,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1
Lose,Dan Hooker,Jason Knight,Featherweight,U-DEC,3,am,0.66,35,23,12,0,5.08,0.48,4.76,0.51,0.79,0.34,0.8,0.4,0.8,25,20,5,0,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7
Lose,Guangyou Ning,Marlon Vera,Featherweight,U-DEC,3,am,0.5,10,5,4,1,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,0.7,33,23,9,1,4.31,0.49,5.48,0.5,0.53,0.39,0.7,0.9
Lose,Yao Zhikui,Jenel Lausa,Flyweight,U-DEC,3,am,0.33,6,2,4,0,1.44,0.21,2.82,0.48,0.66,0.16,0.58,0,0.58,12,7,5,0,1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8
Lose,Rogerio Nogueira,Ryan Bader,Light Heavyweight,KO/TKO Punches,3,am,0.7,33,23,10,0,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,0.82,28,23,5,0,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
Lose,Albert Morales,Thomas Almeida,Bantamweight,KO/TKO Punches,2,am,0.58,12,7,4,1,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,0.81,27,22,5,0,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0
Lose,Cortney Casey,Claudia Gadelha,Women's Strawweight,U-DEC,3,am,0.5,20,10,10,0,4.29,0.39,4,0.55,0.39,0.31,0.39,0.5,0.78,23,18,5,0,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7
Lose,Thales Leites,Krzysztof Jotko,Middleweight,U-DEC,3,am,0.76,37,28,9,0,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0.8,30,24,6,0,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1
Lose,Warlley Alves,Kamaru Usman,Welterweight,U-DEC,3,am,0.68,22,15,7,0,3.25,0.48,4.21,0.5,1.35,0.5,0.8,0.9,0.83,24,20,4,0,4.36,0.52,2.74,0.54,2.82,0.45,0.89,0.1
Lose,Zak Ottow,Sergio Moraes,Welterweight,S-DEC,3,am,0.71,24,17,7,0,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4,0.67,21,14,6,1,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4
Lose,Jack Hermansson,Cezar Ferreira,Middleweight,SUB Arm Triangle,2,am,0.75,32,24,8,0,5.09,0.44,3.69,0.56,1.53,0.3,0.8,0.4,0.62,21,13,8,0,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5
Lose,Marcos Rogerio de Lima,Gadzhimurad Antigulov,Light Heavyweight,SUB Guillotine Choke,1,am,0.67,33,22,10,1,3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5,0.71,28,20,8,0,2.08,0.55,4.21,0.4,5.08,0.36,0,1.4
Lose,Manvel Gamburyan,Johnny Eduardo,Bantamweight,KO/TKO Punch,2,am,0.6,25,15,10,0,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,0.68,41,28,13,0,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4
Lose,Christian Colombo,Luis Henrique,Heavyweight,SUB Guillotine Choke,3,am,0.67,12,8,3,1,2.76,0.44,4.02,0.42,0,0,0.33,0,0.67,15,10,5,0,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1
Lose,Justin Scoggins,Pedro Munhoz,Bantamweight,SUB Guillotine Choke,2,am,0.69,16,11,5,0,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,0.69,29,20,9,0,5.32,0.43,6.23,0.56,0.51,0.18,0.82,0.5
Lose,Uriah Hall,Gegard Mousasi,Middleweight,KO/TKO Punches,1,am,0.62,29,18,11,0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,0.84,50,42,6,2,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1
Lose,Ross Pearson,Stevie Ray,Lightweight,S-DEC,3,am,0.56,36,20,16,0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0,0.72,32,23,9,0,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6
Lose,Timothy Johnson,Alexander Volkov,Heavyweight,S-DEC,3,am,0.75,16,12,4,0,3.43,0.45,3.08,0.44,1.09,0.24,0.69,0,0.79,47,37,10,0,5.1,0.57,3,0.54,0.49,0.63,0.73,0.2
Lose,Teruto Ishihara,Artem Lobov,Featherweight,U-DEC,3,am,0.53,19,10,7,2,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0,0.46,28,13,15,0,3.52,0.41,4.82,0.5,0.39,0.25,0.52,0
Lose,Magnus Cedenblad,Jack Marshman,Middleweight,KO/TKO Punch,2,am,0.74,19,14,5,0,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1,0.7,33,23,10,0,2.74,0.25,4.19,0.56,0,0,0.2,0
Lose,Ali Bagautinov,Kyoji Horiguchi,Flyweight,U-DEC,3,am,0.71,21,15,6,0,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,0.9,21,19,2,0,3.6,0.45,2.45,0.62,2,0.44,0.55,0
Lose,Magomed Mustafaev,Kevin Lee,Lightweight,SUB Rear Naked Choke,2,am,0.78,18,14,4,0,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,0.69,26,18,8,0,3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8
Lose,Anna Elmose,Amanda Cooper,Women's Strawweight,U-DEC,3,am,0.6,5,3,2,0,3.68,0.49,4.64,0.56,0,0,0.33,0,0.38,8,3,5,0,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8
Lose,Mark Godbeer,Justin Ledet,Heavyweight,SUB Rear Naked Choke,1,am,0.76,17,13,4,0,3.97,0.53,3.3,0.54,0,0,0.28,0,0.69,13,9,4,0,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2
Lose,Alexander Yakovlev,Zak Cummings,Welterweight,SUB Armbar,2,am,0.69,35,24,10,1,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1,0.78,32,25,7,0,2.96,0.35,2.91,0.55,0.62,0.28,0.66,0.6
Lose,Milana Dudieva,Marion Reneau,Women's Bantamweight,KO/TKO Elbows,3,am,0.65,17,11,6,0,0.87,0.31,3.43,0.58,2.34,0.45,0,0,0.5,18,9,8,1,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8
Lose,Kwan Ho Kwak,Brett Johns,Bantamweight,U-DEC,3,am,0.82,11,9,2,0,3.29,0.41,3.45,0.47,0.78,1,0.26,0,0.89,19,17,2,0,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1
Lose,Charlie Ward,Abdul Razak Alhassan,Welterweight,KO/TKO Punch,1,am,0.5,6,3,3,0,1.64,0.19,7.21,0.53,0,0,0,0,0.67,18,12,6,0,3.37,0.48,3.99,0.55,0.89,0.38,0.5,0.2
Lose,Eddie Alvarez,Conor McGregor,Lightweight,KO/TKO Punches,2,am,0.83,35,29,6,0,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,0.79,28,22,6,0,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1
Draw,Stephen Thompson,Tyron Woodley,Welterweight,M-DEC,5,am,0.68,25,17,7,1,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0,0.7,27,19,7,1,2.36,0.48,2.76,0.54,1.06,0.4,0.87,0.4
Lose,Karolina Kowalkiewicz,Joanna Jedrzejczyk,Women's Strawweight,U-DEC,5,am,0.7,23,16,7,0,5.92,0.43,5.55,0.59,0.36,0.26,0.74,0.2,0.76,21,16,5,0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1
Lose,Chris Weidman,Yoel Romero,Middleweight,KO/TKO Flying Knee,3,am,0.7,23,16,7,0,3.18,0.45,3.22,0.51,3.44,0.42,0.65,0.8,0.72,18,13,5,0,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0
Lose,Miesha Tate,Raquel Pennington,Women's Bantamweight,U-DEC,3,am,0.69,29,20,9,0,2.62,0.45,2.98,0.51,2.02,0.31,0.55,1.3,0.64,25,16,9,0,4.14,0.52,3.29,0.6,0.9,0.27,0.63,0.7
Lose,Jeremy Stephens,Frankie Edgar,Featherweight,U-DEC,3,am,0.6,47,28,19,0,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4,0.66,35,23,11,1,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3
Lose,Michael Johnson,Khabib Nurmagomedov,Lightweight,SUB Kimura,3,am,0.55,42,23,19,0,4.27,0.39,3.83,0.57,0.62,0.41,0.81,0,1,29,29,0,0,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8
